,id_cliente,valor_divida_mil,tempo_inadimplencia_dias,porte_cliente,ramo_atuacao_cliente,score_risco_interno,regiao,score_recuperacao
108,20109,5.69,707,Pequeno,Produtor,D,Sul,-7.720399658478284
109,20110,17.37,923,Médio,Produtor,C,Sudeste,4.56653518156462
110,20111,84.39,1420,Pequeno,Distribuidor,D,Nordeste,-9.87586280029316
111,20112,16.26,1211,Grande,Produtor,C,Centro-Oeste,5.490552420933726
112,20113,20.78,716,Pequeno,Produtor,C,Sudeste,0.026063955853087073
113,20114,48.88,564,Médio,Produtor,D,Sudeste,-1.2214839559223272
114,20115,24.38,1192,Pequeno,Produtor,D,Sudeste,-11.472863978911104
115,20116,25.42,524,Médio,Produtor,B,Centro-Oeste,10.361404746737568
116,20117,170.12,1031,Médio,Produtor,D,Centro-Oeste,-8.122519446452568
117,20118,220.66,1393,Médio,Cooperativa,C,Centro-Oeste,-0.3797424636598459
118,20119,19.49,313,Pequeno,Produtor,C,Nordeste,-2.033536037650986
119,20120,186.67,391,Pequeno,Indústria,C,Norte,6.315103268661597
120,20121,140.25,286,Pequeno,Cooperativa,C,Sudeste,4.656052524188777
121,20122,121.32,663,Grande,Indústria,A,Centro-Oeste,29.156537301920253
122,20123,51.93,1281,Pequeno,Distribuidor,C,Centro-Oeste,2.537668460958903
123,20124,19.35,1236,Pequeno,Produtor,C,Sul,-3.7294002757269933
124,20125,194.58,795,Pequeno,Distribuidor,C,Sul,6.2848705328787915
125,20126,299.82,793,Pequeno,Produtor,C,Centro-Oeste,-6.0133566792411965
126,20127,28.68,740,Médio,Produtor,C,Sul,5.75336875868494
127,20128,16.6,1193,Pequeno,Distribuidor,C,Nordeste,0.616925628550753
128,20129,2.32,1329,Médio,Distribuidor,C,Norte,5.8081875837569585
129,20130,104.4,325,Médio,Cooperativa,C,Sudeste,10.820239670488728
130,20131,48.83,837,Grande,Cooperativa,D,Norte,-0.20184367420163873
131,20132,398.95,490,Médio,Distribuidor,C,Sudeste,11.94879205629981
132,20133,56.51,1317,Médio,Produtor,C,Centro-Oeste,-0.7806900022819789
133,20134,11.04,1120,Pequeno,Distribuidor,C,Centro-Oeste,4.215993320321334
134,20135,344.46,217,Pequeno,Produtor,B,Sudeste,4.609471375014949
135,20136,638.66,841,Pequeno,Produtor,C,Centro-Oeste,-10.588274827974075
136,20137,40.83,1064,Pequeno,Produtor,C,Sudeste,-2.7492448181714897
137,20138,220.71,662,Pequeno,Distribuidor,B,Sul,11.924025314628434
138,20139,6.33,885,Pequeno,Distribuidor,C,Sul,7.979986919826729
139,20140,536.17,557,Pequeno,Cooperativa,A,Sul,7.750965457472864
140,20141,365.01,1417,Médio,Cooperativa,C,Sudeste,-0.3544840392560946
141,20142,187.27,434,Pequeno,Produtor,D,Sul,-8.004404022837692
142,20143,14.56,1418,Pequeno,Cooperativa,D,Sudeste,-9.990306505843654
143,20144,258.89,400,Pequeno,Distribuidor,C,Sudeste,8.34894020948914
144,20145,29.92,473,Pequeno,Indústria,C,Sudeste,12.675346589779696
145,20146,102.15,1427,Grande,Distribuidor,C,Centro-Oeste,11.851808538051387
146,20147,4.88,339,Pequeno,Produtor,C,Centro-Oeste,0.9600407051326112
147,20148,112.31,131,Pequeno,Distribuidor,F,Sudeste,-2.870696078644812
148,20149,27.15,161,Médio,Cooperativa,C,Centro-Oeste,10.973879978569718
149,20150,114.85,158,Pequeno,Produtor,F,Sudeste,-12.098300898895603
150,20151,121.92,1090,Pequeno,Distribuidor,C,Centro-Oeste,3.050591811636151
151,20152,2.83,1215,Pequeno,Produtor,C,Sudeste,-3.3709502004053187
152,20153,104.21,932,Grande,Cooperativa,B,Sudeste,16.418005555498656
153,20154,16.51,1097,Pequeno,Indústria,D,Norte,-4.685342182148366
154,20155,108.58,825,Pequeno,Distribuidor,C,Sudeste,7.139924559736997
155,20156,9.86,123,Grande,Produtor,C,Sul,15.465292800490133
156,20157,21.02,401,Pequeno,Produtor,B,Sudeste,7.3088203351812755
157,20158,24.76,291,Grande,Produtor,C,Sul,14.060366865080379
158,20159,26.38,545,Médio,Cooperativa,C,Norte,5.197046585291608
159,20160,73.86,493,Médio,Distribuidor,B,Centro-Oeste,18.98212199770831
160,20161,26.98,555,Pequeno,Cooperativa,C,Centro-Oeste,2.1169988265003896
161,20162,61.85,326,Médio,Cooperativa,C,Centro-Oeste,9.343742378558463
162,20163,4.02,990,Pequeno,Cooperativa,B,Centro-Oeste,4.246884641366616
163,20164,140.95,562,Médio,Cooperativa,F,Sul,-6.355431572557537
164,20165,21.54,446,Pequeno,Produtor,C,Centro-Oeste,-0.024201753399191173
165,20166,58.39,1132,Médio,Cooperativa,B,Centro-Oeste,8.538283956813995
166,20167,140.36,1092,Médio,Distribuidor,D,Centro-Oeste,0.8060627314586846
167,20168,63.23,1149,Médio,Cooperativa,C,Sudeste,5.3545529525369675
168,20169,24.77,222,Pequeno,Distribuidor,C,Sudeste,12.560930241190672
169,20170,6.59,1235,Médio,Produtor,F,Sul,-12.562978577854196
170,20171,74.88,215,Médio,Cooperativa,F,Sul,-3.0133360968161362
171,20172,61.33,568,Médio,Distribuidor,D,Norte,2.5941921675263213
172,20173,47.62,839,Pequeno,Produtor,C,Sudeste,-1.2012631073573954
173,20174,20.84,705,Médio,Produtor,C,Sudeste,6.105135373685991
174,20175,39.01,286,Médio,Cooperativa,D,Centro-Oeste,1.9188973417194548
175,20176,215.89,582,Pequeno,Produtor,C,Nordeste,-6.435343139574112
176,20177,25.18,1367,Pequeno,Cooperativa,C,Sudeste,-1.7527041559197372
177,20178,1027.35,1162,Pequeno,Produtor,B,Sudeste,-10.765993986914168
178,20179,40.57,815,Pequeno,Distribuidor,C,Sul,8.060829382433223
179,20180,20.25,112,Pequeno,Cooperativa,C,Centro-Oeste,5.415510139252589
180,20181,4.98,1447,Pequeno,Indústria,C,Sudeste,5.918758108383734
181,20182,8.98,420,Pequeno,Produtor,C,Sudeste,2.321133926696593
182,20183,3.82,909,Pequeno,Produtor,C,Centro-Oeste,-3.1628562964001463
183,20184,10901.41,657,Pequeno,Cooperativa,A,Centro-Oeste,-124.26832433467183
184,20185,94.73,1294,Pequeno,Produtor,B,Nordeste,-5.090541583121193
185,20186,21.88,990,Médio,Produtor,D,Sul,-3.975896951295354
186,20187,2.43,493,Médio,Cooperativa,C,Sul,10.873123630622342
187,20188,41.16,398,Pequeno,Distribuidor,C,Nordeste,6.079367587628761
188,20189,19.62,1358,Grande,Produtor,C,Norte,1.3819571693867108
189,20190,4.0,801,Pequeno,Produtor,C,Norte,-5.381415832201277
190,20191,118.59,272,Médio,Indústria,C,Sul,19.027823348379027
191,20192,22.9,1068,Médio,Produtor,B,Sul,8.445384540723445
192,20193,0.37,167,Médio,Produtor,C,Sul,10.264389532972807
193,20194,141.72,377,Grande,Distribuidor,C,Sudeste,20.97738827499615
194,20195,27.87,398,Pequeno,Produtor,B,Sul,7.245144035919779
195,20196,11.52,596,Pequeno,Distribuidor,C,Sudeste,10.012333034521486
196,20197,12.26,1140,Médio,Distribuidor,A,Sudeste,22.055648327271193
197,20198,109.13,1392,Pequeno,Cooperativa,C,Sudeste,-2.9812861685181336
198,20199,18.05,243,Médio,Cooperativa,C,Centro-Oeste,10.492370659344036
199,20200,1.0,596,Pequeno,Distribuidor,C,Sudeste,10.143557130535143
200,20201,184.32,416,Grande,Produtor,C,Sul,11.163007899217066
201,20202,4.7,1465,Médio,Produtor,C,Sul,0.791636474363588
202,20203,7.19,359,Pequeno,Cooperativa,D,Sudeste,-2.2139007009075398
203,20204,58.52,992,Pequeno,Produtor,C,Norte,-7.447448707085802
204,20205,114.26,993,Médio,Produtor,C,Sudeste,2.850006814939974
205,20206,24.55,1168,Pequeno,Cooperativa,C,Centro-Oeste,-2.300832132962558
206,20207,93.58,1290,Médio,Distribuidor,B,Centro-Oeste,12.952828654175942
207,20208,43.34,312,Grande,Cooperativa,A,Sudeste,26.676220816584927
208,20209,64.06,227,Pequeno,Produtor,D,Centro-Oeste,-6.965446062498905
209,20210,0.87,1261,Pequeno,Produtor,C,Centro-Oeste,-5.680293680466171
210,20211,18.86,269,Médio,Cooperativa,D,Sudeste,4.2936018165258645
211,20212,1.12,1460,Pequeno,Produtor,D,Centro-Oeste,-15.127425669536926
212,20213,331.65,1199,Médio,Indústria,C,Centro-Oeste,7.643525226646932
213,20214,2.98,1249,Pequeno,Distribuidor,C,Centro-Oeste,3.38046285140281
214,20215,225.7,1045,Pequeno,Produtor,C,Centro-Oeste,-6.917400663873167
215,20216,47.03,365,Pequeno,Cooperativa,C,Nordeste,0.24560607056495165
216,20217,6.45,783,Pequeno,Produtor,C,Centro-Oeste,-2.281362286427294
217,20218,33.21,197,Médio,Distribuidor,C,Sudeste,18.637060330718548
218,20219,649.33,1385,Médio,Distribuidor,C,Norte,-2.6688241049406844
219,20220,7.54,1459,Grande,Indústria,C,Centro-Oeste,14.799749054805268
220,20221,6.04,330,Pequeno,Produtor,F,Sudeste,-11.989121726710351
221,20222,16.87,260,Pequeno,Distribuidor,C,Centro-Oeste,10.383731770846687
222,20223,36.93,273,Pequeno,Distribuidor,A,Sudeste,22.039175333548968
223,20224,720.35,975,Pequeno,Distribuidor,B,Sul,3.4203917943941384
224,20225,22.73,696,Pequeno,Produtor,C,Sudeste,0.14686708727173858
225,20226,12.29,691,Médio,Produtor,F,Centro-Oeste,-10.686624971205418
226,20227,8.57,1333,Pequeno,Produtor,F,Sudeste,-19.298798897805355
227,20228,244.82,1009,Grande,Distribuidor,C,Centro-Oeste,13.105329370135426
228,20229,48.91,241,Pequeno,Indústria,C,Centro-Oeste,12.121942711624797
229,20230,100.21,121,Pequeno,Indústria,F,Centro-Oeste,-2.647199925922312
230,20231,32.35,666,Pequeno,Cooperativa,B,Centro-Oeste,6.24455987158494
231,20232,101.32,689,Pequeno,Cooperativa,C,Nordeste,-2.782652316749229
232,20233,174.41,668,Médio,Produtor,C,Sudeste,4.4580229255131405
233,20234,350.3,249,Grande,Produtor,C,Sul,10.304421355212561
234,20235,5.52,831,Pequeno,Produtor,D,Centro-Oeste,-10.61806645202704
235,20236,40.92,546,Pequeno,Produtor,B,Centro-Oeste,4.008421570792927
236,20237,71.03,772,Pequeno,Produtor,C,Centro-Oeste,-3.0070987274157988
237,20238,8.55,384,Médio,Produtor,D,Sudeste,0.587726230388359
238,20239,318.46,1344,Pequeno,Cooperativa,C,Sudeste,-5.244116376420889
239,20240,537.15,803,Pequeno,Distribuidor,C,Sudeste,1.9536791884587217
240,20241,121.07,1130,Pequeno,Distribuidor,A,Sudeste,14.770940539973596
241,20242,4.48,540,Pequeno,Distribuidor,B,Sul,15.506503969810318
242,20243,178.96,798,Médio,Cooperativa,C,Sudeste,6.45794182472962
243,20244,60.16,1379,Médio,Produtor,C,Sudeste,0.7238870573494403
244,20245,10.26,1390,Pequeno,Produtor,B,Sudeste,0.26650850504131984
245,20246,32.19,394,Pequeno,Produtor,B,Sudeste,7.220282732799168
246,20247,17.48,1380,Pequeno,Distribuidor,C,Sudeste,4.249011355959268
247,20248,260.48,1481,Pequeno,Produtor,D,Norte,-21.515006873751823
248,20249,36.84,1111,Grande,Produtor,D,Centro-Oeste,-2.0405228877361274
249,20250,29.32,1221,Médio,Cooperativa,C,Sudeste,5.255081445761312
250,20251,23.86,674,Pequeno,Indústria,A,Sudeste,21.292411411818364
251,20252,47.67,1015,Pequeno,Produtor,B,Sudeste,2.520995696196966
252,20253,113.78,663,Pequeno,Distribuidor,C,Sudeste,8.25058955324563
253,20254,4.74,171,Grande,Distribuidor,C,Sul,24.18085374537491
254,20255,6.08,1401,Pequeno,Produtor,D,Sudeste,-12.76117096644403
255,20256,0.91,1104,Médio,Distribuidor,D,Sudeste,4.4584542363307476
256,20257,14.33,725,Grande,Cooperativa,D,Centro-Oeste,4.0412126489044375
257,20258,29.26,742,Médio,Cooperativa,C,Sudeste,8.731621271169445
258,20259,14.22,629,Pequeno,Indústria,C,Sul,11.739194313673028
259,20260,429.56,661,Pequeno,Cooperativa,C,Sul,-1.6738659074214635
260,20261,16.36,889,Médio,Produtor,D,Sudeste,-3.174150425132126
261,20262,210.8,383,Pequeno,Cooperativa,D,Sudeste,-4.927838087318369
262,20263,73.65,1280,Pequeno,Distribuidor,D,Sul,-3.7260055474944345
263,20264,14.1,1399,Médio,Produtor,C,Norte,-3.846697930042362
264,20265,224.95,1031,Pequeno,Cooperativa,C,Sudeste,-1.8064564411701403
265,20266,40.46,365,Médio,Produtor,A,Sul,18.327558761706563
266,20267,33.2,1100,Médio,Distribuidor,B,Sul,17.084701491622493
267,20268,22.99,758,Médio,Distribuidor,C,Centro-Oeste,12.693730238679422
268,20269,7.77,1183,Grande,Cooperativa,C,Sudeste,10.799632542303225
269,20270,188.3,948,Médio,Produtor,F,Sudeste,-12.747015640089668
270,20271,20.94,346,Pequeno,Indústria,C,Sul,13.708917458232218
271,20272,5.08,676,Pequeno,Distribuidor,C,Nordeste,4.512156177042832
272,20273,5.67,308,Médio,Produtor,D,Sudeste,1.1751332579142675
273,20274,153.4,1231,Pequeno,Distribuidor,C,Centro-Oeste,1.6347721493497058
274,20275,1.12,757,Médio,Distribuidor,C,Sudeste,14.973788012092562
275,20276,4.75,951,Pequeno,Cooperativa,C,Centro-Oeste,-0.47922358364059114
276,20277,361.63,1486,Pequeno,Produtor,A,Centro-Oeste,-1.81301079905783
277,20278,5.64,1206,Grande,Produtor,D,Sudeste,-0.3406943583340727
278,20279,165.34,612,Grande,Produtor,C,Nordeste,4.97751562077419
279,20280,44.81,529,Pequeno,Distribuidor,A,Centro-Oeste,18.083256533416034
280,20281,76.7,940,Pequeno,Produtor,C,Sul,-2.296891734478968
281,20282,190.88,830,Pequeno,Distribuidor,A,Sul,16.077051262744433
282,20283,152.69,1042,Médio,Produtor,C,Centro-Oeste,0.01507857941768842
283,20284,29.17,808,Pequeno,Produtor,C,Sudeste,-0.7461751546420152
284,20285,24.69,1489,Médio,Cooperativa,B,Sudeste,8.368133356966815
285,20286,23.53,625,Médio,Produtor,C,Sudeste,6.652088881359626
286,20287,3.41,195,Médio,Produtor,C,Sul,10.02329147655335
287,20288,41.13,1411,Pequeno,Cooperativa,D,Norte,-15.270940218359822
288,20289,114.45,1103,Pequeno,Indústria,B,Sul,12.049438355636529
289,20290,10.03,803,Pequeno,Indústria,C,Sul,10.528854615333188
290,20291,31.6,267,Pequeno,Produtor,D,Nordeste,-9.85080135745122
291,20292,17.28,444,Médio,Distribuidor,B,Nordeste,17.043449220174313
292,20293,10.68,814,Pequeno,Produtor,F,Sul,-15.5590731816033
293,20294,139.87,1185,Médio,Produtor,C,Centro-Oeste,-0.8626656208507
294,20295,145.27,795,Médio,Distribuidor,C,Centro-Oeste,10.89995229850935
295,20296,16.3,631,Pequeno,Cooperativa,C,Sudeste,3.6987361660795397
296,20297,51.32,490,Médio,Produtor,D,Sul,-0.7149501017583733
297,20298,1230.23,639,Pequeno,Cooperativa,C,Centro-Oeste,-13.501602355380548
298,20299,68.99,369,Grande,Produtor,F,Centro-Oeste,-4.057343390880874
299,20300,2.04,155,Pequeno,Indústria,C,Sul,15.330634525131334
300,20301,58.11,383,Grande,Produtor,C,Centro-Oeste,10.97678237088747
301,20302,10.02,973,Médio,Produtor,C,Sul,4.29539994214668
302,20303,13.62,191,Pequeno,Produtor,C,Sudeste,3.924959648193152
303,20304,92.91,1129,Pequeno,Produtor,D,Sudeste,-11.870541652019547
304,20305,40.08,1439,Pequeno,Distribuidor,C,Norte,-1.4610205416332853
305,20306,181.9,1087,Médio,Distribuidor,F,Nordeste,-9.67581606758786
306,20307,227.29,833,Pequeno,Distribuidor,C,Sudeste,5.601112125356609
307,20308,8.98,1090,Pequeno,Cooperativa,D,Sudeste,-7.540620222224826
308,20309,2.12,772,Pequeno,Produtor,C,Nordeste,-5.147531003432798
309,20310,695.0,893,Pequeno,Produtor,D,Sudeste,-17.668377393255604
310,20311,73.04,926,Médio,Produtor,F,Norte,-16.149648831224635
311,20312,13.49,112,Pequeno,Produtor,B,Sul,9.499832847337412
312,20313,21.36,770,Pequeno,Produtor,B,Sudeste,4.626986295585482
313,20314,17.34,1481,Pequeno,Indústria,B,Centro-Oeste,8.517866387157
314,20315,566.75,315,Pequeno,Produtor,C,Centro-Oeste,-5.874445959457976
315,20316,18.9,346,Pequeno,Produtor,F,Norte,-17.26563604406171
316,20317,124.65,1177,Pequeno,Distribuidor,F,Centro-Oeste,-12.614763994117979
317,20318,22.06,603,Pequeno,Distribuidor,C,Centro-Oeste,7.830065016708105
318,20319,36.32,1087,Pequeno,Indústria,A,Sudeste,18.140115861848294
319,20320,214.88,294,Médio,Produtor,C,Nordeste,1.6670840206336788
320,20321,19.24,709,Pequeno,Produtor,C,Centro-Oeste,-1.9039319868014917
321,20322,42.15,541,Médio,Produtor,C,Sul,7.029360576908983
322,20323,84.03,689,Pequeno,Produtor,A,Centro-Oeste,7.433019225083104
323,20324,204.12,1050,Pequeno,Produtor,C,Sul,-4.684498381597784
324,20325,204.67,381,Pequeno,Cooperativa,F,Centro-Oeste,-13.8368611575143
325,20326,198.21,761,Pequeno,Distribuidor,D,Sudeste,-1.5136933823258794
326,20327,1.94,203,Médio,Produtor,F,Sudeste,-5.016422872378235
327,20328,76.09,1356,Médio,Distribuidor,C,Centro-Oeste,7.692075885269203
328,20329,71.08,817,Pequeno,Produtor,F,Sudeste,-16.33425814250516
329,20330,28.42,1305,Grande,Produtor,C,Centro-Oeste,4.656774485823929
330,20331,70.09,1275,Pequeno,Produtor,C,Norte,-9.645317166862654
331,20332,17.88,175,Médio,Produtor,A,Sul,19.987922965187686
332,20333,78.99,648,Médio,Distribuidor,C,Sul,14.793397371461246
333,20334,18.98,645,Pequeno,Distribuidor,C,Sul,9.563717560742829
334,20335,6.68,1331,Médio,Distribuidor,C,Sudeste,10.739289232844921
335,20336,39.34,112,Pequeno,Produtor,C,Sul,4.177385805326664
336,20337,4.81,329,Médio,Produtor,D,Sul,1.033477364029606
337,20338,3.92,963,Pequeno,Produtor,D,Sudeste,-9.555946545442794
338,20339,6.8,1350,Pequeno,Produtor,C,Sudeste,-4.400078260005359
339,20340,111.98,1498,Pequeno,Cooperativa,C,Norte,-8.786009467122545
340,20341,128.03,610,Médio,Produtor,C,Sudeste,5.457424804732808
341,20342,38.47,1450,Médio,Cooperativa,C,Sudeste,3.4792423892810698
342,20343,2088.95,543,Pequeno,Cooperativa,C,Norte,-26.516471487133806
343,20344,18.26,1386,Pequeno,Produtor,C,Sul,-4.804256284137303
344,20345,1613.45,397,Pequeno,Produtor,A,Norte,-12.525765218913705
345,20346,27.0,1003,Pequeno,Produtor,C,Sul,-2.1340952142162646
346,20347,267.14,307,Pequeno,Indústria,B,Nordeste,10.920872080328373
347,20348,104.97,232,Médio,Indústria,F,Centro-Oeste,2.4879701209272884
348,20349,172.72,306,Grande,Indústria,C,Centro-Oeste,21.10590211284711
349,20350,8.13,960,Pequeno,Cooperativa,C,Nordeste,-3.586692082967021
350,20351,96.28,458,Pequeno,Distribuidor,C,Sudeste,9.956432230069316
